Electorate Number #,Electorate Name,Polling Place ID,Polling Place Suburb,Polling Place Address,NZTM2000 Easting,NZTM2000 Northing
38,Palmerston North,1672,Palmerston North,"Public Hospital Education Centre Hall, 50 Ruahine Street (Gate 12)",1822455.286,5531277.061
38,Palmerston North,1673,Palmerston North,"Queen Elizabeth College Hall, 350-382 Rangitikei Street",1821209.013,5530482.698
38,Palmerston North,1674,Terrace End,"Rangiora Community Centre, 98-102 Rangiora Avenue",1823721.679,5531025.121
38,Palmerston North,1676,Riverdale,"Riverdale School Hall, 95 Slacks Road",1820218.075,5527019.623
38,Palmerston North,1677,Roslyn,"Roslyn School Hall, 38 Kipling Street",1823699.544,5532268.489
38,Palmerston North,1678,Palmerston North,"Russell Street School Hall, 19-31 Russell Street",1821978.151,5531254.003
38,Palmerston North,1679,Hokowhitu,"Ryder-Cheshire Centre, 114 Te Awe Awe Street",1823222.798,5528273.262
38,Palmerston North,1680,Palmerston North,"The Salvation Army Hall, 431 Church Street",1822213.388,5529578.542
38,Palmerston North,1681,Terrace End,"St David's Community Centre, 9 Rainforth Street",1823506.669,5530492.941
38,Palmerston North,1682,Awapuni,"Awapuni Community Centre, 22 Newbury Street",1820115.966,5527894.857
38,Palmerston North,1683,Highbury,"St Michael's Church Hall, 52 Pembroke Street",1819564.701,5529078.13
38,Palmerston North,1684,Takaro,"St Oswald's Church Hall, corner Featherston & Kingswood Streets",1820262.848,5529519.326
38,Palmerston North,1685,Takaro,"Takaro School Hall, 24 Brighton Crescent",1819957.807,5529091.174
38,Palmerston North,1686,Terrace End,"Terrace End School Hall, 183-209 Ruahine Street",1823120.551,5530552.919
38,Palmerston North,1687,West End,"West End School Hall, 395-427 Botanical Road",1820765.143,5527904.922
38,Palmerston North,1688,Westbrook,"Westbrook Community Centre, 21 Havelock Avenue",1819153.551,5529448.19
38,Palmerston North,1689,Hokowhitu,"Winchester School Hall, 552 Ruahine Street",1824408.081,5528923.566
38,Palmerston North,1863,Cloverlea,"Cloverlea School Hall, 55 Herbert Avenue",1819560.534,5530674.575
38,Palmerston North,1864,Kelvin Grove,"Kelvin Grove Community Centre, 68 Kaimanawa Street",1824329.754,5532043.49
38,Palmerston North,1865,Milson,"Milson School Hall, 7 Rutland Place",1821934.043,5532148.258
38,Palmerston North,1866,Milson,"St Peter's College, Gym-Classroom, 22-38 Rennie Avenue",1821223.862,5531947.12
38,Palmerston North,2883,Roslyn,"Ross Intermediate School Hall, 25 Freyberg Street",1823017.443,5531327.136
38,Palmerston North,2884,Hokowhitu,"St James' School Community Hall, 304 Albert Street",1823478.817,5528869.461
38,Palmerston North,3626,Kelvin Grove,"Cornerstone Christian School, Administration Building, 119 Mihaere Drive",1825261.018,5532177.63
38,Palmerston North,3993,Palmerston North,"Te Manawa Museum, 326 Main Street",1781777.724,5485886.692
39,Papakura,710,Alfriston,"Alfriston School, Alfriston Road",1772589.664,5901512.438
39,Papakura,712,Ardmore,"Ardmore School, 559 Papakura-Clevedon Road",1777874.72,5899497.68
39,Papakura,716,Clarks Beach,"Church By The Seashore, 14-16 Torkar Road",1751558.466,5888819.699
39,Papakura,718,Drury,"Drury School, 23-25 Youngs Crescent",1773325.12,5892459.666
39,Papakura,722,Karaka,"Karaka School, Blackbridge Road ",1769109.735,5889457.605
39,Papakura,723,Karaka,"Te Hihi School, corner Linwood & Batty Roads",1762874.175,5890827.834
39,Papakura,729,Papakura,"Papakura Central School, 23 Ray Small Drive",1772183.645,5895832.559
39,Papakura,730,Papakura,"Papakura Anglican Church, 40 Coles Crescent",1772497.076,5896651.178
39,Papakura,731,Papakura,"Papakura District Court, corner Great South Road & Wood Street",1772861.105,5896119.868
39,Papakura,732,Papakura,"Cosgrove School, 10 Cosgrove Road",1774087.796,5897332.262
39,Papakura,733,Papakura,"Papakura High School, 11 Willis Road",1773440.645,5896364.989
39,Papakura,734,Papakura,"Kelvin Road School, 74 Kelvin Road",1774222.784,5896302.494
39,Papakura,735,Papakura,"Papakura Normal Primary School, Walters Road entrance",1772170.567,5897950.571
39,Papakura,737,Papakura,"Opaheke School, 12a Tasman Drive",1773388.065,5895104.857
39,Papakura,738,Papakura,"Red Hill School Hall, Redcrest Avenue (Mack Place entrance)",1775276.259,5895551.5
39,Papakura,739,Papakura,"Rosehill Intermediate School, 5 Jupiter Street",1772071.815,5894699.323
39,Papakura,740,Papakura,"Papakura South School, 58 Beach Road",1772156.029,5895110.492
39,Papakura,743,Takanini,"Takanini Church of Christ Hall, 160 Great South Road",1770659.152,5898675.657
39,Papakura,744,Takanini,"Conifer Grove School Hall, 70 Walter Strevens Drive",1769988.387,5898034.356
39,Papakura,745,Takanini,"Takanini School Hall, 39 Takanini School Road ",1771172.467,5899031.654
39,Papakura,746,Waiau Pa,"Waiau Pa School, Events Centre, 571 Waiau Pa Road",1755609.062,5888363.289
39,Papakura,1131,Manurewa,"Clayton Park School, Wattle Farm Road entrance",1768695.736,5898889.861
39,Papakura,1135,Manurewa,"Elmwood Village Community Centre,131 Hill Road",1770074.918,5901889.537
39,Papakura,2906,Manurewa,"The Gardens School, 101 Charles Prevost Drive",1770604.026,5902859.572
39,Papakura,3406,Papakura,"Nga Puawai O Wikitoria Te Kohanga Reo, 32 Old Wairoa Road",1772880.115,5897153.926
39,Papakura,3527,Manurewa,"Alfriston College, Alfriston Road entrance",1770525.021,5901322.413
39,Papakura,3819,Papakura,"Community Hall, 18 Smiths Avenue",1773760.821,5895757.59
40,Port Hills,148,Beckenham,"Thorrington School, 22a Colombo Street South",1570650.753,5176230.698
40,Port Hills,150,Cashmere,"Cashmere Primary School, 135 Hackthorne Road",1570330.927,5175106.124
40,Port Hills,151,Cashmere,"Princess Margaret Hospital, 97 Cashmere Road (Entrance 4)",1569455.239,5175855.794
40,Port Hills,152,Cass Bay,"Navy League, TS Steadfast, 64 Governors Bay Road",1575081.15,5172211.489
40,Port Hills,158,Heathcote Valley,"Heathcote Valley School, 67 Bridle Path Road",1576495.467,5174746.521
40,Port Hills,161,Linwood,"Linwood Avenue School, 260 Linwood Avenue",1573731.41,5179688.451
40,Port Hills,162,Linwood,"Union Church Hall, 378 Linwood Avenue",1574176.245,5179312.613
40,Port Hills,164,Lyttelton,"Lyttelton West School, 41 Voelas Road",1576577.531,5172340.503
40,Port Hills,166,Mt Pleasant,"Mt Pleasant School, 82 Major Hornbrook Road",1577058.168,5176683.757
40,Port Hills,169,Opawa,"Opawa School, corner Ford Road & Newbery Street ",1572900.816,5177422.317
40,Port Hills,172,St Martins,"Hillview Christian Junior School, 150 Wilsons Road",1571995.175,5177418.286
40,Port Hills,173,St Martins,"St Martins School, 24 Albert Terrace (opposite Roscoe Street)",1572293.098,5176366.711
40,Port Hills,178,Woolston,"Christchurch Polytechnic, Student Services Building, corner Ensors Road & Sulllivan Avenue",1572695.864,5178367.938
40,Port Hills,179,Woolston,"Edmonds-Smith Street Kindergarten, 21 Smith Street",1573492.533,5178792.797
40,Port Hills,180,Woolston,"Woolston School, corner Ferry Road & Hopkins Street",1573520.53,5178545.895
40,Port Hills,181,Woolston,"St Johns Church Hall, corner St John's Street & Ferry Road",1574635.103,5178005.146
40,Port Hills,237,Opawa,"Opawa Baptist Friendship Centre, 282 Wilsons Road",1571894.189,5178123.006
40,Port Hills,260,Waltham,"Waltham School, corner Hastings Street East & Vienna Street",1571615.298,5178157.982
40,Port Hills,266,Bromley,"Bromley School, 33 Keighleys Road",1574733.015,5179560.531
40,Port Hills,2825,Beckenham,"Beckenham School, 71 Sandwich Road",1571369.454,5176614.577
40,Port Hills,3046,Beckenham,"St Peter's Parish Centre, 11a Fisher Avenue",1570766.678,5176965.416
40,Port Hills,3257,Huntsbury,"Huntsbury Community Centre, 30h Huntsbury Avenue",1571892.262,5176226.75
40,Port Hills,3260,Cashmere,"Landsdowne Community Centre, 8 Landsdowne Terrace",1570906.674,5175695.918
40,Port Hills,3357,Sydenham,"Sydenham Community Centre, 23-25 Hutcheson Street",1570787.619,5178290.901
40,Port Hills,3502,Redcliffs,"St Andrews Anglican Church, 148 Main Road,",1578698.488,5176946.704
40,Port Hills,3543,Addington,"Kidsfirst Kindergarten, 366 Selwyn Street",1569486.119,5178527.761
40,Port Hills,3850,Sumner,"Sumner School, Colenso Street (Dryden Street West entrance)",1580599.744,5175592.32
40,Port Hills,3860,Lyttelton,"Lyttelton Recreation Centre, 25 Winchester Street",1577440.174,5172356.534
40,Port Hills,3861,Opawa,"St Mark's Church Hall, corner Opawa Road & Vincent Place",1572742.862,5177894.126
40,Port Hills,3889,Hillsborough,"Training & Beyond, Unit 1, 201 Opawa Road (near corner of Garlands & Opawa Roads)",1573479.588,5177348.367
40,Port Hills,3921,Sydenham,"Special Needs Library, 109 Huxley Street",1571184.482,5177787.111
40,Port Hills,3933,Ferrymead,"SBS Bank, 23 Humphreys Drive",1576189.501,5177280.487
40,Port Hills,3940,Woolston,"Bamford School, 8 Gould Crescent",1574791.054,5177619.305
41,Rangitata,22,Arowhenua,"Arowhenua Maori School, 33 Huirapa Street",1461961.618,5098338.405
41,Rangitata,49,Orari,"Orari Coronation Hall, 8 McDonald Street",1463694.83,5111444.571
41,Rangitata,56,Rangitata,"Rangitata Soldiers Memorial Hall, State Highway 1",1469637.666,5119478.395
41,Rangitata,57,Seadown,"Seadown Hall, 729 Seadown Road",1462498.228,5094024.094
41,Rangitata,62,Temuka,"Opihi College, 83 Richard Pearse Drive",1463746.762,5100086.879
41,Rangitata,63,Temuka,"Presbyterian Church Complex, corner Hally Terrace and Wilmshurst Road",1462577.909,5100052.449
41,Rangitata,64,Temuka,"Temuka Primary School, 9 Hayhurst Street",1463219.114,5099304.772
41,Rangitata,65,Temuka,"St John Ambulance Hall, 47 King Street",1462508.209,5099265.51
41,Rangitata,68,Timaru,"Courthouse, 12 North Street",1461057.401,5082129.825
41,Rangitata,69,Timaru,"St Stephen's Church Hall, 349 Wai-iti Road",1457117.228,5083474.892
41,Rangitata,70,Timaru,"Gleniti School, 22 Heath Street",1456078.083,5084026.373
41,Rangitata,71,Timaru,"Grantlea Downs School, 65 Grants Road",1459427.303,5085029.774
41,Rangitata,72,Timaru,"Highfield School, 26 Rimu Street",1457708.285,5083212.185
41,Rangitata,73,Timaru,"St Peter's Church Hall, 11 Otipua Road",1460413.076,5080809.685
41,Rangitata,75,Timaru,"Oceanview Heights School, 241 Selwyn Street",1459068.597,5084447.674
41,Rangitata,76,Timaru,"Methodist Church Hall, corner North Street and Woodlands Road",1459659.579,5082092.19
41,Rangitata,80,Timaru,"South School, 44 Queen Street",1460645.868,5081206.746
41,Rangitata,81,Timaru,"St John's Church Hall, 125 Wai-iti Road",1458942.133,5083263.739
41,Rangitata,82,Timaru,"St Mary's Church Hall, 24 Church Street",1460686.251,5082561.605
41,Rangitata,83,Timaru,"St Paul's Church, 28 Seddon Street",1458254.077,5083554.399
41,Rangitata,86,Timaru,"Waimataitai School Hall, 29 Trafalgar Street",1459675.94,5083518.044
41,Rangitata,87,Timaru,"Bluestone School, 46 Raymond Street",1458756.561,5082350.748
41,Rangitata,96,Winchester,"Winchester Rural School, State Highway 1",1464627.437,5103458.804
41,Rangitata,1756,Alford Forest,"Alford Forest Hall, corner Highway 72 and Alford Forest Settlement Road",1479228.81,5170146.178
41,Rangitata,1758,Ashburton,"Allenton School Hall, 110 Harrison Street",1498903.519,5140031.718
41,Rangitata,1760,Ashburton,"Hampstead School, 55 Wellington Street",1500453.756,5137094.698
41,Rangitata,1761,Ashburton,"Ashburton Intermediate School, 144 Cass Street",1500324.528,5138366.377
41,Rangitata,1762,Ashburton,"Sinclair Community Centre, 74 Park Street",1499318.797,5138177.217
41,Rangitata,1763,Ashburton,"St John Rooms,  241 Tancred Street",1499581.835,5137693.381
41,Rangitata,1767,Carew,"Carew Peel Forest School, 1051 Ealing-Montalto Road",1468180.793,5131249.547
41,Rangitata,1768,Chertsey,"Chertsey Primary School Library, 83 High Street",1514516.031,5149268.193
41,Rangitata,1771,Dorie,"Dorie School, 103 Dorie School Road",1529017.901,5142722.462
41,Rangitata,1775,Fairton,"Fairton School, 14 Fairfield Road",1504834.784,5141829.438
41,Rangitata,1779,Greenstreet,"Greenstreet-Ashburton Forks Hall, Corner Ashburton-Staveley Road and Driscolls Road",1492869.27,5148347.865
41,Rangitata,1780,Hinds,"Hinds School, 54 Reed Street",1484973.252,5127025.275
41,Rangitata,1787,Lauriston,"Lauriston School, corner Church and Coleridge Streets",1501630.995,5157308.321
41,Rangitata,1794,Mayfield,"Mayfield School, 14 Lismore-Mayfield Road",1473082.984,5146624.637
41,Rangitata,1798,Mt Somers,"Mt Somers Springburn School, Ashburton Gorge Road",1471278.216,5159674.655
41,Rangitata,1799,Pendarves,"Pendarves Hall, corner Christy's and Pendarves Rakaia Roads",1518194.561,5140253.326
41,Rangitata,1813,Wakanui,"Wakanui School, 20 Wakanui School Road",1505581.96,5130356.448
41,Rangitata,1817,Winchmore,"Winchmore Hall, 935 State Highway 77",1494980.815,5148451.204
41,Rangitata,3138,Methven,"Mt Hutt College Hall, corner Main and McDonald Streets",1490992.965,5167580.885
41,Rangitata,3139,Rakaia,"Rakaia Community Centre, corner Elizabeth Avenue and Mackie Street",1521246.388,5154880.61
41,Rangitata,3151,Lagmhor,"Lagmhor Site, Ashburton Borough School, Tinwald-Westerfield-Mayfield Road",1499038.856,5138199.155
41,Rangitata,3650,Timaru,"Timaru Girls High School, corner Hassall and Cain Streets",1460182.709,5081673.478
41,Rangitata,3651,Timaru,"Life Church, 134 Morgans Road",1457416.816,5084335.946
41,Rangitata,3708,Pleasant Point,"Pleasant Point Primary School, Victor Wilson Hall, 33 Halstead Road",1450866.787,5097794.183
41,Rangitata,3710,Willowby ,"Willowby Hall, 471 Longbeach Road",1494387.809,5129367.088
41,Rangitata,3852,Ashburton,"Walnut Ave Pavillion, 66 Walnut Avenue",1499704.526,5139087.088
41,Rangitata,3853,Ashburton,"Tinwald War Memorial Hall, corner Graham and McMurdo Streets",1497055.677,5136359.157
41,Rangitata,3872,Clandeboye,"Clandeboye Old School, 1 Kotuku Place",1470608.574,5103687.881
41,Rangitata,3901,Timaru,"Roncalli College, 19 Wellington Street",1460316.576,5081934.509
41,Rangitata,3902,Timaru,"West End Hall, entrance off 35B Maltby Avenue",1458676.316,5082917.654
41,Rangitata,3903,Timaru,"Washdyke Community and Sports Centre, Sir Basil Arthur Park, 92 Pleasant Point Highway",1459140.083,5087941.351
41,Rangitata,3930,Lowcliffe,"Lowcliffe/Coldstream Hall, 9 Trig Pole Road",1486298.15,5115350.849
41,Rangitata,3952,Timaru,"Caroline Bay Association Room, 1 Virtue Avenue",1460449.959,5083279.419
42,Rangitīkei,1654,Aokautere,"Aokautere School Hall, 196 Fitzherbert East Road",1826240.661,5528474.601
42,Rangitīkei,1655,Linton,"Country School, 77 Akers Road",1816428.541,5521399.804
42,Rangitīkei,1656,Linton Camp,"Community Centre, Puttick Road",1819893.29,5523306.577
42,Rangitīkei,1657,Palmerston North,"Massey University, Student Centre Lounge, Concourse, University Drive",1822046.649,5526189.557
42,Rangitīkei,1690,Turitea,"Tiritea School, 208 Old West Road",1822332.869,5524409.078
42,Rangitīkei,1819,Apiti,"Apiti School, 11 Bryce Street",1845389.528,5571339.725
42,Rangitīkei,1821,Awahou North,"Awahou School, Pohangina Valley East Road",1839403.671,5548766.152
42,Rangitīkei,1822,Awahuri,"Awahuri Hall, Rural No 1623, State Highway 3, RD6",1813589.84,5539084.101
42,Rangitīkei,1823,Bulls,"Clifton School, 3 Clifton Street",1802515.23,5549616.796
42,Rangitīkei,1825,Bunnythorpe,"Bunnythorpe School, 5 Baring Street",1823838.962,5537577.11
42,Rangitīkei,1827,Cheltenham,"Cheltenham School, Cheltenham-Hunterville Highway",1826431.144,5553822.75
42,Rangitīkei,1828,Colyton,"Colyton School, 421 Colyton Road",1825353.564,5543705.241
42,Rangitīkei,1831,Feilding,"Feilding Intermediate School, 95 East Street",1819373.633,5544332.49
42,Rangitīkei,1833,Feilding,"Lytton Street School, corner Lytton & Monmouth Streets",1819363.541,5544873.65
42,Rangitīkei,1834,Feilding,"Manchester St School, 160 Manchester Street",1817888.181,5544450.281
42,Rangitīkei,1835,Feilding,"North Street School, 52 North Street",1818499.198,5545408.664
42,Rangitīkei,1837,Feilding,"St Paul's Presbyterian Parish Hall, corner Church & Grey Streets",1818204.277,5544422.325
42,Rangitīkei,1838,Glen Oroua,"Glen Oroua School, 200 Sansons Road",1804868.632,5532713.288
42,Rangitīkei,1839,Halcombe,"Halcombe Primary School, corner Willoughby & Monteith Streets",1812815.166,5552933.774
42,Rangitīkei,1840,Himatangi Beach,"Community Hall, Koputara Road",1789452.231,5528738.422
42,Rangitīkei,1841,Hiwinui,"Hiwinui School, Watershed Road",1829789.714,5538608.2
42,Rangitīkei,1842,Hunterville,"Hunterville Consolidated School, 33 Bruce Street",1819102.08,5576252.442
42,Rangitīkei,1844,Kimbolton,"Kimbolton School, 4 Henderson Street",1836993.114,5562610.114
42,Rangitīkei,1845,Kiwitea,"Kiwitea School, 7 Perrys Line",1831866.431,5556819.855
42,Rangitīkei,1846,Kopane,"Kopane School, Rongotea Road",1811366.875,5534835.676
42,Rangitīkei,1847,Longburn,"Longburn Primary School, Carey Street",1815871.993,5526412.044
42,Rangitīkei,1848,Makirikiri South,"South Makirikiri School, Makirikiri Road",1796913.578,5560060.914
42,Rangitīkei,1849,Makuhou,"Makuhou Public Hall, Makuhou Road",1797013.022,5572656.729
42,Rangitīkei,1850,Mangaweka,"Mangaweka School, 4 Raumaewa Road",1838867.138,5589876.005
42,Rangitīkei,1851,Marton,"James Cook School, 53 Mill Street",1802339.631,5560830.456
42,Rangitīkei,1852,Marton,"Marton Junction School, 44-56 Alexandra Street",1803577.206,5559750.502
42,Rangitīkei,1854,Marton,"St Andrew's Presbyterian Church Hall, Broadway",1802823.378,5562261.923
42,Rangitīkei,1855,Mataroa,"Mataroa School, Rongoiti Road",1833416.861,5607380.464
42,Rangitīkei,1856,Moawhango,"Moawhango School, Te Moehau Road",1845757.181,5614848.385
42,Rangitīkei,1858,Newbury,"Newbury School, 906 Rangitikei Line",1818481.848,5534064.398
42,Rangitīkei,1859,Ohakea,"Ohakea War Memorial Hall, corner Speedy & Tangimoana Roads",1801758.973,5544920.555
42,Rangitīkei,1861,Oroua Downs,"Oroua Downs School, State Highway 1",1796957.626,5528113.308
42,Rangitīkei,1869,Pohangina,"Pohangina Public Hall, Pohangina Road",1837915.033,5549238.104
42,Rangitīkei,1871,Pukeokahu,"Pukeokahu School, 84 Matawhero Road",1857668.351,5610559.388
42,Rangitīkei,1873,Rangiwaea Junction,"Rangiwaea School, Upper Turakina Valley Road",1821362.01,5618050.123
42,Rangitīkei,1874,Rangiwahia,"Rangiwahia School, 2549 Rangiwahia Road",1848213.594,5579594.253
42,Rangitīkei,1876,Ratana,"Te Kura O Ratana, Kiatere Street",1785609.726,5565909.946
42,Rangitīkei,1877,Rongotea,"Rongotea School, Tyne Street",1806458.421,5536691.428
42,Rangitīkei,1879,Sanson,"Sanson School, Wellington Road (State Highway 1)",1806193.034,5544752.332
42,Rangitīkei,1880,Halcombe,"Stanway Public Hall, Makino Road",1817072.28,5558085.191
42,Rangitīkei,1883,Taihape,"St Joseph's School Hall, Rauma Road",1839499.128,5603697.4
42,Rangitīkei,1885,Tangimoana,"Tangimoana School, 19 Punga Street",1791167.261,5536948.052
42,Rangitīkei,1886,Taonui,"Taonui School, 170 Waughs Road",1821082.731,5540506.614
42,Rangitīkei,1887,Taoroa,"Taoroa School, Taoroa Junction",1852306.901,5602270.805
42,Rangitīkei,1888,Turakina,"Turakina School, State Highway 3",1789031.785,5564418.672
42,Rangitīkei,1889,Tutaenui,"Tutaenui Public Hall, corner Griffins Road & Jeffersons Line",1806683.664,5568505.544
42,Rangitīkei,1893,Waituna West,"Waituna West School, 50 Waituna-Tapuae Road",1825458.504,5564307.119
42,Rangitīkei,1894,Whakarongo,"Whakarongo Community Hall, 17 Stoney Creek Road",1827376.625,5532571.977
42,Rangitīkei,1895,Whangaehu,"Whangaehu School, Ruatangata Street",1785688.747,5569253.552
42,Rangitīkei,2094,Hikumutu,"Hikumutu Community Centre, Hikumutu Road",1795367.26,5687878.438
42,Rangitīkei,2127,Ngakonui,"Ngakonui Valley School, Kauri Room, 826 Taumarunui-Ngapuke Road",1800978.756,5700428.033
42,Rangitīkei,2128,Ngapuke,"Ngapuke School, Room 1, Taumarunui-Ngapuke Road",1809656.115,5693144.531
42,Rangitīkei,2165,Taumarunui,"Catholic Church Hall, 14 High Street",1795983.106,5693998.65
42,Rangitīkei,2167,Taumarunui,"Manunui School, Room 1, Rata Street",1801493.595,5692988.25
42,Rangitīkei,2168,Taumarunui,"Te Kura Kaupapa Māori O Taumarunui, 35 Makere Street",1798832.548,5693279.978
42,Rangitīkei,2170,Taumarunui,"Taumarunui Primary School Hall, Maata Street",1796990.656,5693693.461
42,Rangitīkei,2171,Taumarunui,"Tarrangower School Library, 15 Manson Street",1795369.629,5695470.504
42,Rangitīkei,2203,Kaitieke,"Kaitieke School, Activities Room, Kaitieke Road",1796497.413,5669539.327
42,Rangitīkei,2211,National Park,"National Park School Hall, Carroll Street",1807134.699,5661335.745
42,Rangitīkei,2213,Ohakune,"Ohakune District Court, Rata Street",1806421.144,5634244.587
42,Rangitīkei,2214,Ohakune,"Ohakune Primary School Hall, 52 Arawa Street",1807096.298,5634337.009
42,Rangitīkei,2217,Orautoha,"Orautoha School Library, Pukekaha Road",1792602.12,5644330.963
42,Rangitīkei,2218,Owhango,"Owhango School Resource Room, 19 Ohorere Street",1806077.344,5680810.336
42,Rangitīkei,2224,Raetihi,"Raetihi Primary School Hall, 24 Grey Street",1796118.035,5632866.182
42,Rangitīkei,2975,Ohingaiti,"Ohingaiti Hall, corner State Highway 1 & Onslow Street",1831624.162,5583947.128
42,Rangitīkei,2989,Kakahi,"Kakahi School, Mohio Road",1806645.601,5689102.533
42,Rangitīkei,3183,Whakapapa Village,"Whakapapa Village Firestation, Bruce Road",1819412.771,5657566.062
42,Rangitīkei,3331,Summerhill,"Summerset Retirement Village, 166-186 Ruapehu Drive",1823909.187,5525995.662
42,Rangitīkei,3336,Waiouru,"Waiouru Community Centre, Queree Drive",1830100.583,5627456.358
42,Rangitīkei,3427,Taihape,"Taihape Town Hall, 90 Hautapu Street",1840136.219,5604171.876
42,Rangitīkei,3430,Ashhurst,"Village Valley Community Centre, corner Cambridge Avenue & Guildford Street",1834074.41,5536333.926
42,Rangitīkei,3447,Kairanga,"Kairanga Community Centre, 1103 Kairanga Bunnythorpe Road",1815138.368,5530569.05
42,Rangitīkei,3491,Marton,"Marton School, Hereford Street",1803043.588,5561661.834
42,Rangitīkei,3601,Feilding,"Feilding Fire Station Lounge, 201 Kimbolton Road",1819074.526,5544447.476
42,Rangitīkei,3746,Taumarunui,"Taumarunui & District War Memorial Hall, 149 Hakiaha Street",1796782.588,5693705.279
42,Rangitīkei,3931,Bulls,"Bulls Scout & Guide Hall, 26 Wilson Street",1803216.167,5550719.205
43,Rimutaka,1500,Kelson,"Kelson School Hall, 52 Taieri Cresent",1762137.894,5439388.733
43,Rimutaka,1896,Avalon,"Avalon School, 10 Gordon Street",1763020.653,5437803.675
43,Rimutaka,1897,Blue Mountains,"Blue Mountains Progressive Association, 4 Avian Crescent",1770412.715,5440013.713
43,Rimutaka,1898,Brown Owl,"St Peter Chanel Catholic Centre, 1285 Fergusson Drive",1776128.593,5447180.034
43,Rimutaka,1899,Heretaunga,"Shazam's After School Care Hall, 386-388 Fergusson Drive",1770223.224,5443810.714
43,Rimutaka,1900,Heretaunga,"Suzanne Aubert Centre, 3 Perry Street",1769202.173,5443231.838
43,Rimutaka,1901,Heretaunga,"St Brendan's School, 56 Palmer Crescent",1770397.209,5443722.693
43,Rimutaka,1902,Mangaroa,"Mangaroa School Hall, 93 Flux Road",1777697.347,5445332.809
43,Rimutaka,1904,Parkdale,"Birchville School, 16 Gemstone Drive",1776355.802,5448834.037
43,Rimutaka,1905,Pinehaven,"Pinehaven School Hall, 67-85 Pinehaven Road",1768979.948,5441448.879
43,Rimutaka,1906,Silverstream,"Silverstream School Hall, 27 Whitemans Road",1768893.132,5442846.877
43,Rimutaka,1909,Stokes Valley,"Uniting Parish Church, 346 Stokes Valley Road",1766214.723,5439157.253
43,Rimutaka,1910,Stokes Valley,"Tawhai School, 69 Glen Road ",1766769.842,5440174.166
43,Rimutaka,1911,Stokes Valley,"Tui Glen School, 126 Stokes Valley Road",1766367.899,5440531.208
43,Rimutaka,1912,Taita,"Avalon Intermediate School, 1041 High Street",1763613.713,5438427.586
43,Rimutaka,1913,Taita,"Taita Central School, 33a Churton Crescent",1764001.815,5439314.516
43,Rimutaka,1914,Pomare,"Pomare School, 4 Partridge Street",1764710.915,5440277.409
43,Rimutaka,1916,Te Marua,"Plateau School, 12a Molloys Road",1779137.794,5448659.706
43,Rimutaka,1918,Totara Park,"Totara Park School, 16 California Drive",1774856.551,5446832.179
43,Rimutaka,1920,Trentham,"Masonic Centre, 27-29 Islington Street",1771226.249,5444163.594
43,Rimutaka,1925,Upper Hutt,"Fraser Crescent School, 16 Redwood Street",1773024.42,5445703.385
43,Rimutaka,1927,Ebdentown,"Oxford Crescent School, 5 Oxford Crescent",1774208.443,5445959.246
43,Rimutaka,1928,Upper Hutt,"St Hilda's Church Hall, 35 Cruickshank Road",1775609.449,5446062.079
43,Rimutaka,1929,Upper Hutt,"Wesley Centre (St David's Hall), 1 Benzie Avenue",1773234.362,5445266.357
43,Rimutaka,1931,Wallaceville,"Heretaunga College, 10-38 Ward Street",1772502.321,5444877.443
43,Rimutaka,2147,Wallaceville,"Baptist Church Hall, 1 Milton Street",1772168.357,5445122.483
43,Rimutaka,2976,Maoribank,"Maoribank School Hall, 32 Hillside Drive",1776291.508,5446518.003
43,Rimutaka,3013,Manor Park,"Former Manor Park School, 15 Ford Road",1765979.078,5441843.231
43,Rimutaka,3014,Trentham,"Trentham School, 2 Moonshine Road",1771628.34,5444924.546
43,Rimutaka,3553,Upper Hutt,177-179 Main Street (next to Pizza Hut),1773979.372,5445394.269
43,Rimutaka,4105,Belmont,"Belmont Hall, 711 Western Hutt Road",1761794.761,5438240.809
43,Rimutaka,3785,Belmont,"Maranatha School, 180 Hill Road",1760487.928,5439105.932
43,Rimutaka,3787,Riverstone Terraces,"Trevean Garage, 2 Garrett Place ",1771138.524,5446345.607
43,Rimutaka,3791,Timberlea,"Timberlea Community Centre, 72 Norana Road",1776780.607,5447288.958
43,Rimutaka,3798,Upper Hutt,"St Josephs School Hall, 24 Royal Street",1773543.401,5445592.322
43,Rimutaka,3858,Stokes Valley,"Stokes Valley Community Hall, Bowers Street",1766252.848,5440111.229
44,Rodney,1933,Dairy Flat,"Dairy Flat School, 1220 State Highway 17, RD4",1746459.927,5940730.712
44,Rodney,1936,Leigh,"Leigh School, House of Learning, 26 Hauraki Road",1761984.452,5982210.996
44,Rodney,1937,Manly,"Manly Methodist Church, 945 Whangaparaoa Road",1757906.137,5944669.434
44,Rodney,1938,Manly,"Whangaparaoa Primary School, 39 Ladies Mile",1756883.48,5944090.318
44,Rodney,1939,Matakana,"Matakana School, 952 Matakana Road",1753891.375,5975308.529
44,Rodney,1940,Orewa,"Orewa Community Centre, Main Hall, Orewa Square",1751598.022,5949754.293
44,Rodney,1941,Orewa,"Orewa College, 76 Riverside Road",1751153.505,5949091.434
44,Rodney,1942,Orewa,"Orewa North School, 280 Centreway Road",1751063.636,5950434.047
44,Rodney,1944,Point Wells,"Point Wells Community Hall, 5 Point Wells Road",1757630.807,5978830.492
